SUID,BRENDA ID,CAZY Name,Class,Description,EC,Family,Gene Name,Genus,GO Term,HMP Body Site,HMP Oxygen,InterPro (Domain),InterPro (Family),InterPro (Homologous Superfamily),InterPro (Other),KEGG ID,Kingdom,name,NCBI IDs,Order,Organism,P01 gDNA,PATRIC ID,PDB,PFAM,Phylum,selected,Sequence Length,Sequence Source,shared name,Species,STRING ID,Superkingdom,Swissprot Description,Taxonomy ID,UniProt Annotation Status
2351195,"","",Fusobacteriia,Putative unsaturated glucuronyl hydrolase,"",Fusobacteriaceae,FMAG_00221,Fusobacterium,0016787 hydrolase activity,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,fmo:C4N19_04750,,C3W9X2,GI:229419612|GI:492553209|GI:1370540998|EMBL-CDS:EEO34659.1|REFSEQ:WP_005883627.1,Fusobacteriales,Fusobacterium mortiferum ATCC 9817.,FALSE,"","",PF07470,Fusobacteria,FALSE,396,BLASTHIT,C3W9X2,Fusobacterium mortiferum ATCC 9817,469616.FMAG_00221,Bacteria,"",469616,TrEMBL
2351203,"","",Clostridia,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EEX22318.1},Lachnospiraceae,BLAHAN_04536,Blautia,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,bhan:CGC63_02115,,C9L586,GI:1218513146|GI:260541749|GI:490331959|EMBL-CDS:EEX22318.1|REFSEQ:WP_004221381.1,Clostridiales,Blautia hansenii DSM 20583.,FALSE,"","",PF07470,Firmicutes,FALSE,381,BLASTHIT,C9L586,Blautia hansenii DSM 20583,537007.BLAHAN_04536,Bacteria,"",537007,TrEMBL
2351259,"","",Clostridia,Putative glucoronyl hydrolase,"",Lachnospiraceae,RHOM_04150,Roseburia,0016787 hydrolase activity,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,rho:RHOM_04150,,G2T0V8,GI:345501269|GI:503845003|EMBL-CDS:AEN95952.1|REFSEQ:WP_014078997.1,Clostridiales,Roseburia hominis  (strain DSM 16839 / NCIMB 14029 / A2-183),FALSE,"","",PF07470,Firmicutes,FALSE,387,BLASTHIT,G2T0V8,Roseburia hominis A2-183,585394.RHOM_04150,Bacteria,"",585394,TrEMBL
2351263,"","",Clostridia,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EFC95530.1},Clostridiaceae,CLOSTHATH_06281,Hungatella,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,"",,D3ARM5,GI:288863232|EMBL-CDS:EFC95530.1,Clostridiales,Hungatella hathewayi DSM 13479.,TRUE,"","",PF07470,Firmicutes,FALSE,389,BLASTHIT,D3ARM5,Hungatella hathewayi DSM 13479,"",Bacteria,"",566550,TrEMBL
2351293,"","",Clostridia,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EEG53461.1},Lachnospiraceae,CLOSTASPAR_04495,Lachnoclostridium,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Obligate anaerobe,,IPR010905,IPR008928|IPR012341,,"",,C0D5E9,GI:494989060|GI:225043215|EMBL-CDS:EEG53461.1|REFSEQ:WP_007715080.1,Clostridiales,[Clostridium] asparagiforme DSM 15981.,TRUE,"","",PF07470,Firmicutes,FALSE,393,BLASTHIT,C0D5E9,[Clostridium] asparagiforme DSM 15981,"",Bacteria,"",518636,TrEMBL
2351294,"","",Spirochaetia,Putative unsaturated glucuronyl hydrolase,"",Spirochaetaceae,HMPREF9193_01662,Treponema,0016787 hydrolase activity,Oral,Anaerobe,,IPR010905,IPR008928|IPR012341,,"",,U2LRC1,GI:543988873|GI:545450858|EMBL-CDS:ERJ92004.1|REFSEQ:WP_021687863.1,Spirochaetales,Treponema lecithinolyticum ATCC 700332.,FALSE,fig|1321815.3.peg.1581,"",PF07470,Spirochaetes,FALSE,395,BLASTHIT,U2LRC1,Treponema lecithinolyticum ATCC 700332,"",Bacteria,"",1321815,TrEMBL
2351303,"","",Bacilli,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EEW37613.1},Carnobacteriaceae,HMPREF0444_0579,Granulicatella,0016798 hydrolase activity  acting on glycosyl bonds,Oral,"",,IPR010905,IPR008928|IPR012341,,"",,C8NF84,GI:259036358|EMBL-CDS:EEW37613.1,Lactobacillales,Granulicatella adiacens ATCC 49175.,FALSE,"","",PF07470,Firmicutes,FALSE,334,BLASTHIT,C8NF84,Granulicatella adiacens ATCC 49175,638301.HMPREF0444_0579,Bacteria,"",638301,TrEMBL
2351307,"","",Clostridia,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EET62261.1},Lachnospiraceae,BRYFOR_05925,Marvinbryantia,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,"",,C6LBD0,GI:255269056|GI:493915459|EMBL-CDS:EET62261.1|REFSEQ:WP_006860722.1,Clostridiales,Marvinbryantia formatexigens DSM 14469.,FALSE,"","",PF07470,Firmicutes,FALSE,399,BLASTHIT,C6LBD0,Marvinbryantia formatexigens DSM 14469,478749.BRYFOR_05925,Bacteria,"",478749,TrEMBL
2351311,"","",Erysipelotrichia,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EEF68948.1},Erysipelotrichaceae,HOLDEFILI_00916,Holdemania,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,"",,B9Y534,GI:492950040|GI:223964622|EMBL-CDS:EEF68948.1|REFSEQ:WP_006058125.1,Erysipelotrichales,Holdemania filiformis DSM 12042.,FALSE,"","",PF07470,Firmicutes,FALSE,390,BLASTHIT,B9Y534,Holdemania filiformis DSM 12042,545696.HOLDEFILI_00916,Bacteria,"",545696,TrEMBL
2351415,"",GH88,Clostridia,Uncharacterized protein,"",Lachnospiraceae,CLOBOL_05200,Lachnoclostridium,0003824 catalytic activity,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,"",,A8RYR0,GI:158436891|EMBL-CDS:EDP14658.1,Clostridiales,Clostridium bolteae  (strain ATCC BAA-613 / WAL 16351),TRUE,"","",PF07470,Firmicutes,FALSE,421,BLASTHIT,A8RYR0,[Clostridium] bolteae ATCC BAA-613,411902.CLOBOL_05200,Bacteria,"",411902,TrEMBL
2351438,"","",Gammaproteobacteria,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EFC54036.1},Enterobacteriaceae,ENTCAN_09018,Enterobacter,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,"",,D2ZKF5,GI:288315098|GI:493180022|EMBL-CDS:EFC54036.1|REFSEQ:WP_006178555.1,Enterobacterales,Enterobacter cancerogenus ATCC 35316.,FALSE,"","",PF07470,Proteobacteria,FALSE,395,BLASTHIT,D2ZKF5,Enterobacter cancerogenus ATCC 35316,500639.ENTCAN_09018,Bacteria,"",500639,TrEMBL
2351440,"","",Gammaproteobacteria,Putative unsaturated glucuronyl hydrolase,"",Enterobacteriaceae,HMPREF0880_04562,Yokenella,0016787 hydrolase activity,Gastrointestinal tract,"",,IPR010905,IPR008928|IPR012341,,"",,G9ZAK1,GI:493874573|GI:364567203|EMBL-CDS:EHM44875.1|REFSEQ:WP_006821008.1,Enterobacterales,Yokenella regensburgei ATCC 43003.,FALSE,fig|1002368.3.peg.4168,"",PF07470,Proteobacteria,FALSE,396,BLASTHIT,G9ZAK1,Yokenella regensburgei ATCC 43003,"",Bacteria,"",1002368,TrEMBL
2351480,"",GH88,Gammaproteobacteria,Uncharacterized protein,"",Enterobacteriaceae,CKO_04418,Citrobacter,0003824 catalytic activity,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,cko:CKO_04418,,A8APR1,GI:501084662|GI:157085796|EMBL-CDS:ABV15474.1|REFSEQ:WP_012135157.1,Enterobacterales,Citrobacter koseri  (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696),TRUE,"","",PF07470,Proteobacteria,FALSE,396,BLASTHIT,A8APR1,Citrobacter koseri ATCC BAA-895,290338.CKO_04418,Bacteria,"",290338,TrEMBL
2351554,"","",Clostridia,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EEX22748.1},Lachnospiraceae,BLAHAN_04361,Blautia,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,"",,C9L4R4,GI:260542179|EMBL-CDS:EEX22748.1,Clostridiales,Blautia hansenii DSM 20583.,FALSE,"","",PF07470,Firmicutes,FALSE,405,BLASTHIT,C9L4R4,Blautia hansenii DSM 20583,537007.BLAHAN_04361,Bacteria,"",537007,TrEMBL
2351555,"","",Gammaproteobacteria,Unsaturated glucuronyl hydrolase,"",Enterobacteriaceae,Ctu_30950,Cronobacter,0016787 hydrolase activity,Blood,Facultative,,IPR010905,IPR008928|IPR012341,,ctu:CTU_30950,,C9XXN3,GI:260218064|GI:506222313|EMBL-CDS:CBA32799.1|REFSEQ:WP_015742088.1,Enterobacterales,Cronobacter turicensis  (strain DSM 18703 / LMG 23827 / z3032),FALSE,fig|693216.3.peg.2928,"",PF07470,Proteobacteria,FALSE,396,BLASTHIT,C9XXN3,Cronobacter turicensis z3032,"",Bacteria,"",693216,TrEMBL
2351556,"","",Gammaproteobacteria,Glucuronyl hydrolase,"",Enterobacteriaceae,HMPREF9086_3870,Enterobacter,0016787 hydrolase activity,Oral,"",,IPR010905,IPR008928|IPR012341,,"",,F5S1W0,GI:493865275|GI:1101770806|GI:333387080|EMBL-CDS:EGK58284.1|REFSEQ:WP_006811974.1,Enterobacterales,Enterobacter hormaechei ATCC 49162.,FALSE,"","",PF07470,Proteobacteria,FALSE,395,BLASTHIT,F5S1W0,Enterobacter hormaechei ATCC 49162,"",Bacteria,"",888063,TrEMBL
2351607,"","",Clostridia,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EFC95985.1},Clostridiaceae,CLOSTHATH_05832,Hungatella,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,"",,D3AQC6,GI:493828867|GI:288863687|EMBL-CDS:EFC95985.1|REFSEQ:WP_006776249.1,Clostridiales,Hungatella hathewayi DSM 13479.,TRUE,"","",PF07470,Firmicutes,FALSE,392,BLASTHIT,D3AQC6,Hungatella hathewayi DSM 13479,"",Bacteria,"",566550,TrEMBL
2351646,"","",Clostridia,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EEX23064.1},Lachnospiraceae,BLAHAN_04349,Blautia,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,bhan:CGC63_02965,,C9L4Q2,GI:1218513299|GI:490331509|GI:260542495|EMBL-CDS:EEX23064.1|REFSEQ:WP_004220931.1,Clostridiales,Blautia hansenii DSM 20583.,FALSE,"","",PF07470,Firmicutes,FALSE,392,BLASTHIT,C9L4Q2,Blautia hansenii DSM 20583,537007.BLAHAN_04349,Bacteria,"",537007,TrEMBL
2351655,"","",Clostridia,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EFC96028.1},Clostridiaceae,CLOSTHATH_05772,Hungatella,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,"",,D3AQ66,GI:493828806|GI:288863730|EMBL-CDS:EFC96028.1|REFSEQ:WP_006776190.1,Clostridiales,Hungatella hathewayi DSM 13479.,TRUE,"","",PF07470,Firmicutes,FALSE,392,BLASTHIT,D3AQ66,Hungatella hathewayi DSM 13479,"",Bacteria,"",566550,TrEMBL
2351661,"","",Gammaproteobacteria,Glucuronyl hydrolase,3.2.1.- {ECO:0000313|EMBL:KFC87475.1},Hafniaceae,EAE69_15515,Hafnia,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,"",,IPR010905,IPR008928|IPR012341,,"",,A0A085GUT0,GI:647476335|GI:668971375|EMBL-CDS:KFC87475.1|EMBL-CDS:RLR09073.1|REFSEQ:WP_025801024.1,Enterobacterales,Hafnia alvei ATCC 13337.,FALSE,"","",PF07470,Proteobacteria,FALSE,396,BLASTHIT,A0A085GUT0,Hafnia alvei ATCC 13337,"",Bacteria,"",910996,TrEMBL
2351740,"","",Gammaproteobacteria,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EFE05922.1},Enterobacteriaceae,CIT292_10901,Citrobacter,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,"",,D4BJQ7,GI:493738880|GI:291067813|EMBL-CDS:EFE05922.1|REFSEQ:WP_006688045.1,Enterobacterales,Citrobacter youngae ATCC 29220.,FALSE,"","",PF07470,Proteobacteria,FALSE,396,BLASTHIT,D4BJQ7,Citrobacter youngae ATCC 29220,500640.CIT292_10901,Bacteria,"",500640,TrEMBL
2351741,"","",Gammaproteobacteria,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EFE95428.1},Yersiniaceae,HMPREF0758_3119,Serratia,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Skin,Facultative,,IPR010905,IPR008928|IPR012341,,"",,D4E4L9,GI:291422183|GI:491099684|EMBL-CDS:EFE95428.1|REFSEQ:WP_004961284.1,Enterobacterales,Serratia odorifera DSM 4582.,FALSE,"","",PF07470,Proteobacteria,FALSE,396,BLASTHIT,D4E4L9,Serratia odorifera DSM 4582,667129.HMPREF0758_3119,Bacteria,"",667129,TrEMBL
2351775,"","",Gammaproteobacteria,Putative unsaturated glucuronyl hydrolase,"",Hafniaceae,HMPREF0454_02911,Hafnia,0016787 hydrolase activity,Gastrointestinal tract,Aerobe,,IPR010905,IPR008928|IPR012341,,"",,G9Y8K0,GI:364563559|GI:490194956|EMBL-CDS:EHM41363.1|REFSEQ:WP_004093522.1,Enterobacterales,Hafnia alvei ATCC 51873.,FALSE,fig|1002364.3.peg.2622,"",PF07470,Proteobacteria,FALSE,396,BLASTHIT,G9Y8K0,Hafnia alvei ATCC 51873,"",Bacteria,"",1002364,TrEMBL
2351777,"","",Gammaproteobacteria,Glycosyl hydrolase family protein,"",Enterobacteriaceae,ECL_04348,Enterobacter,0016787 hydrolase activity,Not Specified|Spinal Cord,"Aerobe,Anaerobe",,IPR010905,IPR008928|IPR012341,,enc:ECL_04348,,A0A0H3CTE2,GI:296104680|GI:502863754|GI:295059139|EMBL-CDS:ADF63877.1|REFSEQ:WP_013098730.1|REFSEQ:YP_003614826.1,Enterobacterales,Enterobacter cloacae subsp. cloacae  (strain ATCC 13047 / DSM 30054 /NBRC 13535 / NCDC 279-56),FALSE,fig|716541.4.peg.4503,"",PF07470,Proteobacteria,FALSE,395,BLASTHIT,A0A0H3CTE2,Enterobacter cloacae subsp. cloacae ATCC 13047,716541.ECL_04348,Bacteria,"",716541,TrEMBL
2351815,"",GH88,Gammaproteobacteria,Uncharacterized protein,"",Enterobacteriaceae,CKO_02447,Citrobacter,0003824 catalytic activity,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,cko:CKO_02447,,A8AJA1,GI:157083886|GI:501082734|EMBL-CDS:ABV13564.1|REFSEQ:WP_012133288.1,Enterobacterales,Citrobacter koseri  (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696),TRUE,"","",PF07470,Proteobacteria,FALSE,396,BLASTHIT,A8AJA1,Citrobacter koseri ATCC BAA-895,290338.CKO_02447,Bacteria,"",290338,TrEMBL
2351835,"","",Erysipelotrichia,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EEF66871.1},Erysipelotrichaceae,HOLDEFILI_02952,Holdemania,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,"",,B9YAU5,GI:223962410|GI:492952032|EMBL-CDS:EEF66871.1|REFSEQ:WP_006060117.1,Erysipelotrichales,Holdemania filiformis DSM 12042.,FALSE,"","",PF07470,Firmicutes,FALSE,387,BLASTHIT,B9YAU5,Holdemania filiformis DSM 12042,545696.HOLDEFILI_02952,Bacteria,"",545696,TrEMBL
2351844,"","",Bacilli,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EGC70994.1},Enterococcaceae,HMPREF9087_0371,Enterococcus,0016798 hydrolase activity  acting on glycosyl bonds,Oral,Aerobe,,IPR010905,IPR008928|IPR012341,,"",,F0EGS4,GI:325158848|GI:491374720|EMBL-CDS:EGC70994.1|REFSEQ:WP_005232613.1,Lactobacillales,Enterococcus casseliflavus ATCC 12755.,FALSE,"","",PF07470,Firmicutes,FALSE,387,BLASTHIT,F0EGS4,Enterococcus casseliflavus ATCC 12755,"",Bacteria,"",888066,TrEMBL
2351880,"","",Gammaproteobacteria,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EFE08245.1},Enterobacteriaceae,CIT292_08115,Citrobacter,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,"",,D4BCA9,GI:291070136|GI:493736266|EMBL-CDS:EFE08245.1|REFSEQ:WP_006685470.1,Enterobacterales,Citrobacter youngae ATCC 29220.,FALSE,"","",PF07470,Proteobacteria,FALSE,396,BLASTHIT,D4BCA9,Citrobacter youngae ATCC 29220,500640.CIT292_08115,Bacteria,"",500640,TrEMBL
2351957,"",GH88,Bacilli,Glucuronyl hydrolase| putative,"",Enterococcaceae,EF_0812,Enterococcus,0016787 hydrolase activity,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,efa:EF0812,,Q837M4,GI:498392957|GI:29375401|GI:81585449|GI:508171980|GI:29342861|GI:508213907|EMBL-CDS:AAO80625.1|REFSEQ:NP_814555.1|REFSEQ:WP_010706698.1,Lactobacillales,Enterococcus faecalis  (strain ATCC 700802 / V583),TRUE,fig|226185.45.peg.2747,"",PF07470,Firmicutes,FALSE,387,BLASTHIT,Q837M4,Enterococcus faecalis V583,226185.EF0812,Bacteria,"",226185,TrEMBL
2352085,"",GH88,Bacilli,Glucuronyl hydrolase| putative,"",Enterococcaceae,EF_2235,Enterococcus,0016787 hydrolase activity,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,efa:EF2235,,Q832J1,GI:81585104|GI:508211211|GI:29376742|GI:508175026|GI:29344207|GI:488288659|EMBL-CDS:AAO81966.1|REFSEQ:NP_815896.1|REFSEQ:WP_002359867.1,Lactobacillales,Enterococcus faecalis  (strain ATCC 700802 / V583),TRUE,fig|226185.45.peg.1292,"",PF07470,Firmicutes,FALSE,380,BLASTHIT,Q832J1,Enterococcus faecalis V583,226185.EF2235,Bacteria,"",226185,TrEMBL
2352091,"","",Clostridia,Putative unsaturated glucuronyl hydrolase,"",Lachnospiraceae,GCWU0000282_002689,Catonella,0016787 hydrolase activity,Oral,Anaerobe,,IPR010905,IPR008928|IPR012341,,"",,V2Y0N5,GI:556510636|GI:554919543|EMBL-CDS:ESL02553.1|REFSEQ:WP_023355535.1,Clostridiales,Catonella morbi ATCC 51271.,FALSE,"","",PF07470,Firmicutes,FALSE,401,BLASTHIT,V2Y0N5,Catonella morbi ATCC 51271,"",Bacteria,"",592026,TrEMBL
2352102,"","",Bacilli,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EGC70716.1},Enterococcaceae,HMPREF9087_0093,Enterococcus,0016798 hydrolase activity  acting on glycosyl bonds,Oral,Aerobe,,IPR010905,IPR008928|IPR012341,,"",,F0EFZ6,GI:491374236|GI:325158570|EMBL-CDS:EGC70716.1|REFSEQ:WP_005232129.1,Lactobacillales,Enterococcus casseliflavus ATCC 12755.,FALSE,"","",PF07470,Firmicutes,FALSE,383,BLASTHIT,F0EFZ6,Enterococcus casseliflavus ATCC 12755,"",Bacteria,"",888066,TrEMBL
2352155,"","",Clostridia,Glycosyl hydrolase| family 88,3.2.1.- {ECO:0000313|EMBL:EFU76758.1},Lachnospiraceae,HMPREF0381_1363,Lachnoanaerobaculum,0016798 hydrolase activity  acting on glycosyl bonds,Oral,Anaerobe,,IPR010905,IPR008928|IPR012341,,"",,E6LN28,GI:315486402|GI:496026623|EMBL-CDS:EFU76758.1|REFSEQ:WP_008751130.1,Clostridiales,Lachnoanaerobaculum saburreum DSM 3986.,FALSE,"","",PF07470,Firmicutes,FALSE,401,BLASTHIT,E6LN28,Lachnoanaerobaculum saburreum DSM 3986,887325.HMPREF0381_1363,Bacteria,"",887325,TrEMBL
