SUID,BRENDA ID,CAZY Name,Class,Description,EC,Family,Gene Name,Genus,GO Term,HMP Body Site,HMP Oxygen,InterPro (Domain),InterPro (Family),InterPro (Homologous Superfamily),InterPro (Other),KEGG ID,Kingdom,name,NCBI IDs,Order,Organism,P01 gDNA,PATRIC ID,PDB,PFAM,Phylum,selected,Sequence Length,Sequence Source,shared name,Species,STRING ID,Superkingdom,Swissprot Description,Taxonomy ID,UniProt Annotation Status
2350842,,,Bacilli,Glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:SUN41162.1},Streptococcaceae,NCTC11325_01563,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Oral,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,A0A380JKL9,GI:739712139|EMBL-CDS:SUN41162.1|REFSEQ:WP_037565960.1,Lactobacillales,Streptococcus constellatus.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A380JKL9,Streptococcus constellatus,,Bacteria,,76860,TrEMBL
2350843,,,Bacilli,Uncharacterized protein ,,Streptococcaceae,HMPREF9682_01295,Streptococcus,0003824 catalytic activity,Oral,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,G6A5U8,GI:355364727|GI:489160963|EMBL-CDS:EHG12455.1|REFSEQ:WP_003070606.1,Lactobacillales,Streptococcus intermedius F0395.,FALSE,fig|857292.4.peg.1329,,PF07470,Firmicutes,FALSE,396,BLASTHIT,G6A5U8,Streptococcus intermedius F0395,,Bacteria,,857292,TrEMBL
2350844,,,Bacilli,Glucuronyl hydrolase ,3.2.1.- {ECO:0000313|EMBL:AGU76891.1},Streptococcaceae,SIR_1540,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Airways,Anaerobe,,IPR010905,IPR008928|IPR012341,,sib:SIR_1540,,T1ZGP0,GI:489164728|GI:537629617|EMBL-CDS:AGU76891.1|REFSEQ:WP_003074342.1,Lactobacillales,Streptococcus intermedius B196.,FALSE,fig|862967.3.peg.1556,,PF07470,Firmicutes,FALSE,396,BLASTHIT,T1ZGP0,Streptococcus intermedius B196,,Bacteria,,862967,TrEMBL
2350846,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,DYJ42_07660,Streptococcus,0016787 hydrolase activity,Airways|Oral,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,A0A398C5Z1,EMBL-CDS:RID96841.1,Lactobacillales,Streptococcus constellatus.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A398C5Z1,Streptococcus constellatus,,Bacteria,,76860,TrEMBL
2350848,,,Bacilli,Glycoside hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EUB24407.1},Streptococcaceae,HMPREF1514_0998,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Oral,,,IPR010905,IPR008928|IPR012341,,,,X8H627,GI:739745263|GI:576670708|EMBL-CDS:EUB24407.1|REFSEQ:WP_037598206.1,Lactobacillales,Streptococcus sp. AS20.,FALSE,fig|936578.3.peg.1233,,PF07470,Firmicutes,FALSE,396,BLASTHIT,X8H627,Streptococcus sp. AS20,,Bacteria,,936578,TrEMBL
2350849,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,C1I62_00430,Streptococcus,0016787 hydrolase activity,Airways|Skin|Oral,"Anaerobe,Not Specified",,IPR010905,IPR008928|IPR012341,,,,A0A2N7TF69,EMBL-CDS:PMR66834.1,Lactobacillales,Streptococcus intermedius.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A2N7TF69,Streptococcus intermedius,,Bacteria,,1338,TrEMBL
2350852,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,RN79_08115,Streptococcus,0016787 hydrolase activity,Airways|Oral,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,A0A0C1K4R0,GI:746719733|GI:742784586|EMBL-CDS:KIC77736.1|REFSEQ:WP_039677723.1,Lactobacillales,Streptococcus constellatus.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A0C1K4R0,Streptococcus constellatus,,Bacteria,,76860,TrEMBL
2350853,,,Bacilli,Glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:CIY50371.1},Streptococcaceae,ERS020456_01088,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Skin|Not Specified|Oral,"Anaerobe,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A0T8BTB3,GI:896632646|EMBL-CDS:CIY50371.1|REFSEQ:WP_049513583.1,Lactobacillales,Streptococcus pneumoniae.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A0T8BTB3,Streptococcus pneumoniae,,Bacteria,,1313,TrEMBL
2350857,,,Bacilli,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EID22123.1},Streptococcaceae,HMPREF1043_0996,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Oral,,,IPR010905,IPR008928|IPR012341,,,,I0SFH0,GI:383343952|GI:489125683|EMBL-CDS:EID22123.1|REFSEQ:WP_003035480.1,Lactobacillales,Streptococcus anginosus subsp. whileyi CCUG 39159.,FALSE,fig|1095729.3.peg.953,,PF07470,Firmicutes,FALSE,396,BLASTHIT,I0SFH0,Streptococcus anginosus subsp. whileyi CCUG 39159,,Bacteria,,1095729,TrEMBL
2350858,,,Bacilli,Unsaturated glucuronyl hydrolase ,,Streptococcaceae,SCODD09_01411,Streptococcus,0016787 hydrolase activity,Airways|Oral,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,A0A139QFR1,GI:1002526371|EMBL-CDS:KXU01388.1,Lactobacillales,Streptococcus constellatus.,FALSE,fig|76860.7.peg.1493,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A139QFR1,Streptococcus constellatus,,Bacteria,,76860,TrEMBL
2350863,,,Bacilli,Glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:SUN80824.1},Streptococcaceae,NCTC11063_01547,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Airways,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,A0A380L9H1,EMBL-CDS:SUN80824.1,Lactobacillales,Streptococcus milleri.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A380L9H1,Streptococcus milleri,,Bacteria,,33040,TrEMBL
2350864,,,Bacilli,Glycoside hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EUC81863.1},Streptococcaceae,HMPREF1516_0043,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Oral,,,IPR010905,IPR008928|IPR012341,,,,X8KE20,GI:577039706|GI:727084663|EMBL-CDS:EUC81863.1|REFSEQ:WP_033605892.1,Lactobacillales,Streptococcus sp. CM6.,FALSE,fig|936580.3.peg.869,,PF07470,Firmicutes,FALSE,396,BLASTHIT,X8KE20,Streptococcus sp. CM6,,Bacteria,,936580,TrEMBL
2350869,,,Bacilli,Glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:SUO26501.1},Streptococcaceae,NCTC12140_01363,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Skin|Not Specified|Oral,"Anaerobe,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A380LRV9,GI:446515577|EMBL-CDS:SUO26501.1|REFSEQ:WP_000592923.1,Lactobacillales,Streptococcus pneumoniae.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A380LRV9,Streptococcus pneumoniae,,Bacteria,,1313,TrEMBL
2350870,,,Bacilli,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EGV02396.1},Streptococcaceae,HMPREF9950_0091,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Airways,,,IPR010905,IPR008928|IPR012341,,,,F9Q067,GI:343389812|EMBL-CDS:EGV02396.1,Lactobacillales,Streptococcus oralis SK313.,FALSE,fig|1035190.4.peg.145,,PF07470,Firmicutes,FALSE,396,BLASTHIT,F9Q067,Streptococcus oralis SK313,,Bacteria,,1035190,TrEMBL
2350872,,,Bacilli,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EJO20843.1},Streptococcaceae,HMPREF1149_1841,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Oral,,,IPR010905,IPR008928|IPR012341,,,,J4XAW2,GI:400186635|GI:446515579|EMBL-CDS:EJO20843.1|REFSEQ:WP_000592925.1,Lactobacillales,Streptococcus sp. BS35b.,FALSE,fig|1105032.3.peg.676,,PF07470,Firmicutes,FALSE,396,BLASTHIT,J4XAW2,Streptococcus sp. BS35b,,Bacteria,,1105032,TrEMBL
2350873,,,Bacilli,Glycoside hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:ETS90395.1},Streptococcaceae,HMPREF1513_1805,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Oral,,,IPR010905,IPR008928|IPR012341,,,,W3XWV0,GI:446515579|GI:573489517|EMBL-CDS:ETS90395.1|REFSEQ:WP_000592925.1,Lactobacillales,Streptococcus sp. BS29a.,FALSE,fig|1161415.3.peg.490,,PF07470,Firmicutes,FALSE,396,BLASTHIT,W3XWV0,Streptococcus sp. BS29a,,Bacteria,,1161415,TrEMBL
2350874,,,Bacilli,Glycoside hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EUB28552.1},Streptococcaceae,HMPREF1515_1841,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Oral,,,IPR010905,IPR008928|IPR012341,,,,X8HI04,GI:576674932|GI:446515579|EMBL-CDS:EUB28552.1|REFSEQ:WP_000592925.1,Lactobacillales,Streptococcus sp. BS21.,FALSE,fig|1161414.3.peg.849,,PF07470,Firmicutes,FALSE,396,BLASTHIT,X8HI04,Streptococcus sp. BS21,,Bacteria,,1161414,TrEMBL
2350875,,,Bacilli,Glycoside hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EUC78922.1},Streptococcaceae,HMPREF1518_0340,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Oral,,,IPR010905,IPR008928|IPR012341,,,,X8K647,GI:726981139|GI:577036493|EMBL-CDS:EUC78922.1|REFSEQ:WP_033585820.1,Lactobacillales,Streptococcus sp. SR1.,FALSE,fig|1161416.3.peg.1948,,PF07470,Firmicutes,FALSE,396,BLASTHIT,X8K647,Streptococcus sp. SR1,,Bacteria,,1161416,TrEMBL
2350876,,,Bacilli,Glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:CJC42416.1},Streptococcaceae,ERS021447_04565,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Skin|Not Specified|Oral,"Anaerobe,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A0T8E395,GI:446515581|EMBL-CDS:CJC42416.1|REFSEQ:WP_000592927.1,Lactobacillales,Streptococcus pneumoniae.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A0T8E395,Streptococcus pneumoniae,,Bacteria,,1313,TrEMBL
2350878,,,Bacilli,Uncharacterized protein ,,Streptococcaceae,HMPREF9188_01713,Streptococcus,0003824 catalytic activity,Oral,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,K8MDF5,GI:497416452|GI:410868280|EMBL-CDS:EKS16247.1|REFSEQ:WP_009730650.1,Lactobacillales,Streptococcus sp. F0441.,FALSE,fig|999424.3.peg.1717,,PF07470,Firmicutes,FALSE,396,BLASTHIT,K8MDF5,Streptococcus sp. F0441,,Bacteria,,999424,TrEMBL
2350880,,,Bacilli,Glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:CJS23392.1},Streptococcaceae,ERS021733_03071,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Skin|Not Specified|Oral,"Anaerobe,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A0T8JGY1,GI:910790295|EMBL-CDS:CJS23392.1|REFSEQ:WP_050094118.1,Lactobacillales,Streptococcus pneumoniae.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A0T8JGY1,Streptococcus pneumoniae,,Bacteria,,1313,TrEMBL
2350882,,GH88,Bacilli,Unsaturated glucuronyl hydrolase ,3.2.1.- {ECO:0000313|EMBL:ACA36615.1},Streptococcaceae,SPH_0433,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Ear,Facultative,,IPR010905,IPR008928|IPR012341,,spv:SPH_0433,,B1I942,GI:446515576|GI:168996003|EMBL-CDS:ACA36615.1|REFSEQ:WP_000592922.1,Lactobacillales,Streptococcus pneumoniae  (strain Hungary19A-6),FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,B1I942,Streptococcus pneumoniae Hungary19A-6,,Bacteria,,487214,TrEMBL
2350883,,,Bacilli,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EFM36292.1},Streptococcaceae,HMPREF9189_0104,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Oral,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,E0PZ73,GI:304433322|GI:446515584|EMBL-CDS:EFM36292.1|REFSEQ:WP_000592930.1,Lactobacillales,Streptococcus sp. oral taxon 071 str. 73H25AP.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,E0PZ73,Streptococcus sp. oral taxon 071 str. 73H25AP,864570.HMPREF9189_0104,Bacteria,,864570,TrEMBL
2350885,,,Bacilli,Glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:COP74600.1},Streptococcaceae,A5N45_01665,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Skin|Not Specified|Oral,"Anaerobe,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A0B7LW33,GI:1060134948|GI:1062215543|GI:1062183750|GI:1062206943|GI:1003256563|GI:1042004482|GI:1062185612|GI:1139548184|GI:1041957433|GI:1003246351|GI:1360373564|GI:1060201257|GI:1003271120|GI:1062194549|GI:1122003135|GI:1003268426|GI:1003292451|GI:1062216292|GI:1027504581|GI:1139551214|GI:1145690199|GI:1025933097|GI:1065902351|GI:1049050810|GI:1122039581|GI:1003237965|GI:1062203871|GI:1003254107|GI:1062207410|GI:1062191153|GI:1060132866|GI:446515602|GI:1041954178|GI:1003273252|GI:1230566689|GI:1126643844|GI:987388508|GI:1069269643|GI:1062219568|GI:1041054993|GI:822603812|GI:1151604734|GI:1062223495|GI:1003310173|GI:1062208451|GI:1126637841|GI:1122027933|GI:1069270717|GI:1151603416|GI:1025924985|GI:1122035132|GI:1235335638|GI:1126638556|GI:1314832643|GI:1122012352|GI:1062225138|GI:693286427|GI:1230548851|GI:631790997|GI:1025919200|GI:985084596|GI:1062196229|GI:1062200969|GI:1003293744|GI:1062186724|GI:1003280670|GI:1003251680|GI:1126642094|GI:1003269774|GI:1065902877|GI:777228953|EMBL-CDS:CIO25528.1|EMBL-CDS:CIT12599.1|EMBL-CDS:CIX19999.1|EMBL-CDS:CJB91497.1|EMBL-CDS:CJF14219.1|EMBL-CDS:CJJ03262.1|EMBL-CDS:CJU06687.1|EMBL-CDS:CKE51693.1|EMBL-CDS:COD41969.1|EMBL-CDS:COO83831.1|EMBL-CDS:COP74600.1|EMBL-CDS:CTF76037.1|EMBL-CDS:CTO23498.1|EMBL-CDS:CVM79117.1|EMBL-CDS:CVO15467.1|EMBL-CDS:CVS71123.1|EMBL-CDS:CVX96112.1|EMBL-CDS:CYM63917.1|EMBL-CDS:CZE02745.1|EMBL-CDS:OYL31501.1|EMBL-CDS:PLV85668.1|EMBL-CDS:SUN90322.1|REFSEQ:WP_000592948.1,Lactobacillales,Streptococcus pneumoniae.,FALSE,fig|1313.13073.peg.379,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A0B7LW33,Streptococcus pneumoniae,,Bacteria,,1313,TrEMBL
2350886,,,Bacilli,Glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:CIZ84588.1},Streptococcaceae,ERS020822_00958,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Skin|Not Specified|Oral,"Anaerobe,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A0E8SSI3,GI:446515596|EMBL-CDS:CIZ84588.1|EMBL-CDS:CJG91964.1|EMBL-CDS:CJO41529.1|EMBL-CDS:CKH50923.1|EMBL-CDS:COI47688.1|REFSEQ:WP_000592942.1,Lactobacillales,Streptococcus pneumoniae.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A0E8SSI3,Streptococcus pneumoniae,,Bacteria,,1313,TrEMBL
2350887,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,SP_0322,Streptococcus,0016787 hydrolase activity,Blood,Facultative,,IPR010905,IPR008928|IPR012341,,spn:SP_0322,,A0A0H2UND5,GI:446515602|GI:14971795|EMBL-CDS:AAK74498.1|REFSEQ:WP_000592948.1,Lactobacillales,Streptococcus pneumoniae serotype 4  (strain ATCC BAA-334 / TIGR4),TRUE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A0H2UND5,Streptococcus pneumoniae TIGR4,,Bacteria,,170187,TrEMBL
2350889,,,Bacilli,Glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:COG95253.1},Streptococcaceae,ERS020726_02141,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Skin|Not Specified|Oral,"Anaerobe,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A0U0HBZ6,EMBL-CDS:COG95253.1,Lactobacillales,Streptococcus pneumoniae.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A0U0HBZ6,Streptococcus pneumoniae,,Bacteria,,1313,TrEMBL
2350890,,,Bacilli,Unsaturated glucuronyl hydrolase ,,Streptococcaceae,SPAR113_0370,Streptococcus,0016787 hydrolase activity,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A158LM33,GI:353784591|EMBL-CDS:EHD65011.1,Lactobacillales,Streptococcus pneumoniae GA49447.,FALSE,fig|760854.3.peg.360,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A158LM33,Streptococcus pneumoniae GA49447,,Bacteria,,760854,TrEMBL
2350891,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,AZJ08_07065,Streptococcus,0016787 hydrolase activity,Skin|Not Specified|Oral,"Anaerobe,Facultative",,IPR010905,IPR008928|IPR012341,,,,A0A2J6E1V5,EMBL-CDS:PLV64348.1|EMBL-CDS:PLV71748.1,Lactobacillales,Streptococcus pneumoniae.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A0A2J6E1V5,Streptococcus pneumoniae,,Bacteria,,1313,TrEMBL
2350892,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,CGSSp6BS73_11216,Streptococcus,0016787 hydrolase activity,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,,,A5LJP3,GI:147926543|EMBL-CDS:EDK77616.1,Lactobacillales,Streptococcus pneumoniae SP6-BS73.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,A5LJP3,Streptococcus pneumoniae SP6-BS73,,Bacteria,,406557,TrEMBL
2350894,,GH88,Bacilli,Unsaturated glucuronyl hydrolase (UGL) (Glycuronidase)(Unsaturated uronic acid hydrolase) (Glycosaminoglycan hydrolase) ,3.2.1.- {ECO:0000313|EMBL:ACO15833.1},Streptococcaceae,SP70585_0386,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,snm:SP70585_0386,,C1CBA1,GI:225719979|GI:446515602|EMBL-CDS:ACO15833.1|REFSEQ:WP_000592948.1,Lactobacillales,Streptococcus pneumoniae  (strain 70585),FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,C1CBA1,Streptococcus pneumoniae 70585,,Bacteria,,488221,TrEMBL
2350895,,GH88,Bacilli,Unsaturated glucuronyl hydrolase (UGL) (Glycuronidase)(Unsaturated uronic acid hydrolase) (Glycosaminoglycan hydrolase) ,3.2.1.- {ECO:0000313|EMBL:ACO18371.1},Streptococcaceae,SPJ_0317,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,sjj:SPJ_0317,,C1CC98,GI:225722518|GI:446515602|EMBL-CDS:ACO18371.1|REFSEQ:WP_000592948.1,Lactobacillales,Streptococcus pneumoniae  (strain JJA),FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,C1CC98,Streptococcus pneumoniae JJA,,Bacteria,,488222,TrEMBL
2350896,,,Bacilli,Unsaturated glucuronyl hydrolase ,,Streptococcaceae,SPAR85_0312,Streptococcus,0016787 hydrolase activity,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,,,G6LKE0,GI:353778822|EMBL-CDS:EHD59288.1,Lactobacillales,Streptococcus pneumoniae GA44500.,FALSE,fig|760826.3.peg.390,,PF07470,Firmicutes,FALSE,396,BLASTHIT,G6LKE0,Streptococcus pneumoniae GA44500,,Bacteria,,760826,TrEMBL
